,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
70585,10508849,HZ250614,05/04/2016 05:40:00 AM,065XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,321,3.0,20.0,42.0,06,1182684.0,1861922.0,2016,05/11/2016 03:50:55 PM,41.776322631,-87.605838376,"(41.776322631, -87.605838376)"
71001,10508859,HZ250623,05/04/2016 06:35:00 AM,069XX N OTTAWA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1611,16.0,41.0,9.0,08B,1124413.0,1945393.0,2016,05/11/2016 03:50:55 PM,42.006533625,-87.817621168,"(42.006533625, -87.817621168)"
71306,10508915,HZ250645,05/04/2016 07:40:00 AM,005XX S STATE ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,True,False,123,1.0,2.0,32.0,26,1176446.0,1897964.0,2016,05/11/2016 03:50:55 PM,41.875367424,-87.627620993,"(41.875367424, -87.627620993)"
71526,10508950,HZ250642,05/04/2016 02:00:00 AM,010XX N LAWNDALE AVE,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),False,False,1112,11.0,27.0,23.0,06,1151525.0,1906649.0,2016,05/11/2016 03:50:55 PM,41.899725792,-87.71889305,"(41.899725792, -87.71889305)"
71702,10508961,HZ250701,05/04/2016 07:49:00 AM,085XX W BRYN MAWR AVE,0810,THEFT,OVER $500,HOTEL/MOTEL,False,False,1614,16.0,41.0,76.0,06,1118477.0,1936072.0,2016,05/11/2016 03:50:55 PM,41.981051826,-87.839658835,"(41.981051826, -87.839658835)"
71724,10508981,HZ250673,05/04/2016 07:30:00 AM,009XX W THORNDALE AVE,0460,BATTERY,SIMPLE,TAXICAB,False,False,2433,24.0,48.0,77.0,08B,1168600.0,1939715.0,2016,05/11/2016 03:50:55 PM,41.990107594,-87.655215776,"(41.990107594, -87.655215776)"
71896,10509023,HZ250661,05/04/2016 02:00:00 AM,050XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,224,2.0,3.0,38.0,07,1178010.0,1871663.0,2016,05/11/2016 03:50:55 PM,41.803160112,-87.622677645,"(41.803160112, -87.622677645)"
72050,10509048,HZ250690,05/04/2016 08:11:00 AM,037XX S HONORE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,SIDEWALK,False,True,912,9.0,11.0,59.0,26,1164632.0,1879998.0,2016,05/11/2016 03:50:55 PM,41.82632535,-87.671505581,"(41.82632535, -87.671505581)"
72094,10509049,HZ250657,05/04/2016 07:20:00 AM,052XX S ROCKWELL ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,923,9.0,14.0,63.0,05,1159923.0,1869928.0,2016,05/11/2016 03:50:55 PM,41.798790264,-87.689058976,"(41.798790264, -87.689058976)"
72900,10509050,HZ250739,05/04/2016 08:00:00 AM,063XX N TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2413,24.0,50.0,2.0,08B,1157512.0,1941944.0,2016,05/11/2016 03:50:55 PM,41.996457737,-87.695938606,"(41.996457737, -87.695938606)"
73272,10509064,HZ250641,05/04/2016 06:50:00 AM,044XX S TROY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,False,922,9.0,14.0,58.0,08B,1156108.0,1875096.0,2016,05/11/2016 03:50:55 PM,41.813049566,-87.70291051,"(41.813049566, -87.70291051)"
74684,10509070,HZ250768,05/04/2016 09:00:00 AM,014XX N LAKE SHORE DR,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,False,False,1824,18.0,43.0,8.0,11,1176800.0,1910080.0,2016,05/11/2016 03:50:55 PM,41.908606347,-87.625954515,"(41.908606347, -87.625954515)"
75138,10509072,HZ250749,05/04/2016 08:48:00 AM,049XX S LAFLIN ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,False,True,933,9.0,16.0,61.0,04B,1167175.0,1871806.0,2016,05/11/2016 03:50:55 PM,41.803791478,-87.662410496,"(41.803791478, -87.662410496)"
76788,10509074,HZ250674,05/04/2016 07:06:00 AM,040XX W 31ST ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,ALLEY,True,False,1031,10.0,22.0,30.0,24,1149754.0,1883727.0,2016,05/11/2016 03:50:55 PM,41.836859767,-87.725993659,"(41.836859767, -87.725993659)"
76983,10509093,HZ250731,05/04/2016 12:00:00 AM,064XX S YALE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,False,722,7.0,20.0,68.0,07,1175613.0,1862240.0,2016,05/11/2016 03:50:55 PM,41.77735648,-87.631750523,"(41.77735648, -87.631750523)"
77005,10509095,HZ250633,05/04/2016 06:20:00 AM,067XX S THROOP ST,0820,THEFT,$500 AND UNDER,STREET,False,False,724,7.0,17.0,67.0,06,1168817.0,1860176.0,2016,05/11/2016 03:50:55 PM,41.771842053,-87.656724119,"(41.771842053, -87.656724119)"
77027,10509099,HZ250779,05/04/2016 09:03:00 AM,003XX N CENTRAL AVE,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,1523,15.0,28.0,25.0,18,1138983.0,1901704.0,2016,05/11/2016 03:50:55 PM,41.886393351,-87.765080772,"(41.886393351, -87.765080772)"
77180,10509106,HZ250804,05/04/2016 09:40:00 AM,055XX W CORCORAN PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1523,15.0,28.0,25.0,18,1139214.0,1902011.0,2016,05/11/2016 03:50:55 PM,41.887231597,-87.764224994,"(41.887231597, -87.764224994)"
77722,10509108,HZ250691,05/04/2016 07:50:00 AM,065XX S MORGAN ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,True,True,723,7.0,17.0,68.0,26,1170769.0,1861488.0,2016,05/11/2016 03:50:55 PM,41.775399976,-87.649530478,"(41.775399976, -87.649530478)"
77788,10509116,HZ250649,05/04/2016 07:00:00 AM,039XX W ROOSEVELT RD,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False,1132,11.0,24.0,29.0,24,1150472.0,1894425.0,2016,05/11/2016 03:50:55 PM,41.866202441,-87.723080029,"(41.866202441, -87.723080029)"
77811,10509131,HZ250778,05/04/2016 05:30:00 AM,066XX S ABERDEEN ST,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,724,7.0,17.0,68.0,03,1170123.0,1860875.0,2016,05/11/2016 03:50:55 PM,41.7737319,-87.651916442,"(41.7737319, -87.651916442)"
78074,10509132,HZ250606,05/04/2016 03:50:00 AM,047XX N KNOX AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1722,17.0,45.0,16.0,08B,1144516.0,1931041.0,2016,05/11/2016 03:50:55 PM,41.966794623,-87.744021578,"(41.966794623, -87.744021578)"
78380,10509140,HZ250740,05/04/2016 12:30:00 AM,011XX N CLARK ST,0860,THEFT,RETAIL THEFT,DRUG STORE,True,False,1824,18.0,42.0,8.0,06,1175324.0,1908199.0,2016,05/11/2016 03:50:55 PM,41.903478069,-87.631433102,"(41.903478069, -87.631433102)"
78423,10509170,HZ250727,05/04/2016 08:15:00 AM,010XX W 111TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,2234,22.0,34.0,75.0,03,1171468.0,1831207.0,2016,05/11/2016 03:50:55 PM,41.692289426,-87.647852131,"(41.692289426, -87.647852131)"
78791,10509181,HZ250839,05/04/2016 10:14:00 AM,064XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,312,3.0,20.0,42.0,08B,1180029.0,1862350.0,2016,05/11/2016 03:50:55 PM,41.777558327,-87.615558249,"(41.777558327, -87.615558249)"
79179,10509194,HZ250788,05/04/2016 09:00:00 AM,083XX S MACKINAW AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,False,False,424,4.0,10.0,46.0,05,1199922.0,1850239.0,2016,05/11/2016 03:50:55 PM,41.743846218,-87.543039776,"(41.743846218, -87.543039776)"
79289,10509195,HZ250808,05/04/2016 09:40:00 AM,010XX E 130TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,533,5.0,9.0,54.0,08B,1185547.0,1819411.0,2016,05/11/2016 03:50:55 PM,41.65960058,-87.596676366,"(41.65960058, -87.596676366)"
79683,10509201,HZ250829,05/04/2016 09:50:00 AM,059XX S WINCHESTER AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,714,7.0,15.0,67.0,08A,1164376.0,1865179.0,2016,05/11/2016 03:50:55 PM,41.785665665,-87.672862591,"(41.785665665, -87.672862591)"
79984,10509202,HZ250772,05/04/2016 06:00:00 AM,042XX N DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1723,17.0,33.0,16.0,08B,1151965.0,1927886.0,2016,05/11/2016 03:50:55 PM,41.957993231,-87.716715948,"(41.957993231, -87.716715948)"
80443,10509203,HZ509883,05/04/2016 10:00:00 AM,099XX S CALHOUN AVE,0820,THEFT,$500 AND UNDER,OTHER,False,False,431,4.0,7.0,51.0,06,1194794.0,1839526.0,2016,05/11/2016 03:50:55 PM,41.714576492,-87.562180472,"(41.714576492, -87.562180472)"
80876,10509211,HZ250600,05/04/2016 04:39:00 AM,047XX N TRIPP AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1722,17.0,39.0,14.0,08B,1147190.0,1931266.0,2016,05/11/2016 03:50:55 PM,41.967361149,-87.734183782,"(41.967361149, -87.734183782)"
81399,10509218,HZ250827,05/04/2016 09:55:00 AM,019XX W OGDEN AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,False,False,1225,12.0,2.0,28.0,03,1163639.0,1897450.0,2016,05/11/2016 03:50:55 PM,41.874236291,-87.674657583,"(41.874236291, -87.674657583)"
81486,10509222,HZ250712,05/04/2016 07:45:00 AM,044XX W 59TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PRIVATE, GROUNDS",False,False,813,8.0,13.0,62.0,14,1147807.0,1865116.0,2016,05/11/2016 03:50:55 PM,41.785825983,-87.733614635,"(41.785825983, -87.733614635)"
81684,10509229,HZ250884,05/04/2016 12:01:00 AM,026XX W CATALPA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,False,2011,20.0,40.0,4.0,14,1157776.0,1936428.0,2016,05/11/2016 03:50:55 PM,41.9813162,-87.695118674,"(41.9813162, -87.695118674)"
81771,10509230,HZ250602,05/04/2016 05:25:00 AM,053XX S KILPATRICK AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,815,8.0,23.0,56.0,06,1145926.0,1868997.0,2016,05/11/2016 03:50:55 PM,41.796511869,-87.740413251,"(41.796511869, -87.740413251)"
81902,10509231,HZ250773,05/04/2016 08:45:00 AM,089XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2221,22.0,21.0,73.0,14,1167235.0,1845492.0,2016,05/11/2016 03:50:55 PM,41.731581122,-87.66294264,"(41.731581122, -87.66294264)"
81967,10509234,HZ250782,05/04/2016 09:00:00 AM,029XX W 64TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,823,8.0,15.0,66.0,05,1157974.0,1862063.0,2016,05/11/2016 03:50:55 PM,41.777247466,-87.6964201,"(41.777247466, -87.6964201)"
82033,10509238,HZ250681,05/04/2016 08:00:00 AM,007XX E 37TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,True,212,2.0,4.0,36.0,08B,1181833.0,1880693.0,2016,05/11/2016 03:50:55 PM,41.827851531,-87.608377666,"(41.827851531, -87.608377666)"
82076,10509244,HZ250892,05/04/2016 10:45:00 AM,056XX W CHICAGO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1511,15.0,29.0,25.0,18,1138436.0,1904775.0,2016,05/11/2016 03:50:55 PM,41.894830486,-87.767015087,"(41.894830486, -87.767015087)"
82163,10509245,HZ250770,05/04/2016 08:15:00 AM,007XX N WESTERN AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,False,False,1221,12.0,1.0,24.0,04A,1160266.0,1905078.0,2016,05/11/2016 03:50:55 PM,41.89523856,-87.686830715,"(41.89523856, -87.686830715)"
82729,10509251,HZ250887,05/04/2016 10:00:00 AM,003XX W HUBBARD ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,1831,18.0,42.0,8.0,06,1173695.0,1903251.0,2016,05/11/2016 03:50:55 PM,41.889936903,-87.637564113,"(41.889936903, -87.637564113)"
82751,10509252,HZ250897,05/04/2016 10:30:00 AM,0000X S FRANKLIN ST,0890,THEFT,FROM BUILDING,OTHER,False,False,122,1.0,2.0,32.0,06,1174333.0,1900280.0,2016,05/11/2016 03:50:55 PM,41.881770084,-87.635309866,"(41.881770084, -87.635309866)"
82838,10509261,HZ250820,05/04/2016 09:52:00 AM,045XX N BROADWAY,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,1913,19.0,46.0,3.0,18,1168225.0,1930362.0,2016,05/11/2016 03:50:55 PM,41.964450845,-87.656866766,"(41.964450845, -87.656866766)"
82882,10509280,HZ250878,05/04/2016 10:35:00 AM,027XX S KOMENSKY AVE,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,1031,10.0,22.0,30.0,05,1149822.0,1885508.0,2016,05/11/2016 03:50:55 PM,41.841745745,-87.725697904,"(41.841745745, -87.725697904)"
85611,10509284,HZ250898,05/04/2016 08:00:00 AM,043XX W WABANSIA AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,"SCHOOL, PUBLIC, BUILDING",False,False,2534,25.0,31.0,23.0,15,1147025.0,1910941.0,2016,05/11/2016 03:50:55 PM,41.911590736,-87.73531182,"(41.911590736, -87.73531182)"
86311,10509288,HZ250857,05/04/2016 09:50:00 AM,073XX S WABASH AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,323,3.0,6.0,69.0,03,1177990.0,1856463.0,2016,05/11/2016 03:50:55 PM,41.761450225,-87.623211368,"(41.761450225, -87.623211368)"
86333,10509292,HZ250916,05/04/2016 10:36:00 AM,124XX S MICHIGAN AVE,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,STREET,True,False,532,5.0,9.0,53.0,16,1179122.0,1822000.0,2016,05/11/2016 03:50:55 PM,41.666853485,-87.62010881,"(41.666853485, -87.62010881)"
86464,10509297,HZ250914,05/04/2016 10:58:00 AM,083XX S COMMERCIAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,424,4.0,10.0,46.0,18,1197636.0,1850405.0,2016,05/11/2016 03:50:55 PM,41.74435904,-87.551410154,"(41.74435904, -87.551410154)"
86573,10509300,HZ250915,05/04/2016 09:20:00 AM,072XX S STATE ST,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",True,False,323,3.0,6.0,69.0,08A,1177540.0,1856922.0,2016,05/11/2016 03:50:55 PM,41.762719954,-87.624846791,"(41.762719954, -87.624846791)"
86706,10509302,HZ250935,05/04/2016 11:15:00 AM,047XX N CENTRAL AVE,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,False,False,1623,16.0,45.0,15.0,06,1138146.0,1930974.0,2016,05/11/2016 03:50:55 PM,41.966728607,-87.767445112,"(41.966728607, -87.767445112)"
86749,10509310,HZ250801,05/04/2016 09:00:00 AM,0000X E 35TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,211,2.0,3.0,35.0,03,1177450.0,1881815.0,2016,05/11/2016 03:50:55 PM,41.831030756,-87.624424247,"(41.831030756, -87.624424247)"
87009,10509319,HZ250942,05/04/2016 11:40:00 AM,068XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,332,3.0,5.0,43.0,14,1188040.0,1859983.0,2016,05/11/2016 03:50:55 PM,41.770875842,-87.586265645,"(41.770875842, -87.586265645)"
87053,10509321,HZ250913,05/04/2016 10:40:00 AM,018XX S RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1014,10.0,24.0,29.0,08B,1151661.0,1890691.0,2016,05/11/2016 03:50:55 PM,41.855932632,-87.718813193,"(41.855932632, -87.718813193)"
87206,10509327,HZ250796,05/04/2016 09:20:00 AM,036XX W 51ST ST,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,821,8.0,14.0,62.0,03,1153060.0,1870566.0,2016,05/11/2016 03:50:55 PM,41.800679426,-87.714210482,"(41.800679426, -87.714210482)"
87228,10509345,HZ250798,05/04/2016 09:06:00 AM,002XX N LEAMINGTON AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,1532,15.0,28.0,25.0,26,1142002.0,1901115.0,2016,05/11/2016 03:50:55 PM,41.884721668,-87.754008723,"(41.884721668, -87.754008723)"
87535,10509346,HZ250965,05/04/2016 11:44:00 AM,082XX S LOOMIS BLVD,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,True,False,614,6.0,21.0,71.0,26,1168433.0,1850077.0,2016,05/11/2016 03:50:55 PM,41.74413733,-87.658422172,"(41.74413733, -87.658422172)"
87644,10509352,HZ250979,05/04/2016 11:40:00 AM,052XX S FAIRFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,False,False,923,9.0,14.0,63.0,14,1158930.0,1869756.0,2016,05/11/2016 03:50:55 PM,41.798338639,-87.692705249,"(41.798338639, -87.692705249)"
87731,10509353,HZ250627,05/04/2016 04:50:00 AM,010XX E 111TH ST,031A,ROBBERY,ARMED: HANDGUN,ATM (AUTOMATIC TELLER MACHINE),False,False,513,5.0,9.0,50.0,03,1184891.0,1831392.0,2016,05/11/2016 03:50:55 PM,41.692493455,-87.598703055,"(41.692493455, -87.598703055)"
88104,10509356,HZ250940,05/04/2016 11:20:00 AM,054XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",True,False,225,2.0,3.0,40.0,18,1177199.0,1868999.0,2016,05/11/2016 03:50:55 PM,41.795868205,-87.625732367,"(41.795868205, -87.625732367)"
88323,10509359,HZ250812,05/04/2016 08:26:00 AM,002XX W 108TH ST,1792,KIDNAPPING,CHILD ABDUCTION/STRANGER,SIDEWALK,False,False,513,5.0,34.0,49.0,20,1176536.0,1833321.0,2016,05/11/2016 03:50:55 PM,41.697978381,-87.629234186,"(41.697978381, -87.629234186)"
88652,10509361,HZ250990,05/04/2016 11:00:00 AM,030XX N HALSTED ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1933,19.0,44.0,6.0,06,1170394.0,1920533.0,2016,05/11/2016 03:50:55 PM,41.93743245,-87.649180491,"(41.93743245, -87.649180491)"
88914,10509364,HZ250968,05/04/2016 11:00:00 AM,049XX S ARCHER AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,821,8.0,14.0,57.0,08B,1150934.0,1871470.0,2016,05/11/2016 03:50:55 PM,41.803201891,-87.72198373,"(41.803201891, -87.72198373)"
89196,10509366,HZ250995,05/04/2016 11:30:00 AM,055XX W QUINCY ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,True,False,1522,15.0,29.0,25.0,18,1139594.0,1898454.0,2016,05/11/2016 03:50:55 PM,41.877463808,-87.762916325,"(41.877463808, -87.762916325)"
89374,10509372,HZ250925,05/04/2016 10:30:00 AM,016XX E 78TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,True,True,414,4.0,8.0,43.0,06,1188686.0,1853592.0,2016,05/11/2016 03:50:55 PM,41.753322958,-87.584101734,"(41.753322958, -87.584101734)"
89577,10509373,HZ250738,05/04/2016 08:35:00 AM,030XX W HARRISON ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,1134,11.0,28.0,27.0,08B,1156261.0,1897213.0,2016,05/11/2016 03:50:55 PM,41.87373811,-87.701752707,"(41.87373811, -87.701752707)"
90683,10509374,HZ250867,05/04/2016 10:23:00 AM,003XX S HAMLIN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1133,11.0,24.0,26.0,08B,1151106.0,1897949.0,2016,05/11/2016 03:50:55 PM,41.875860304,-87.720660206,"(41.875860304, -87.720660206)"
90859,10509375,HZ250946,05/04/2016 11:35:00 AM,0000X E WASHINGTON ST,1330,CRIMINAL TRESPASS,TO LAND,LIBRARY,True,False,111,1.0,42.0,32.0,26,1177144.0,1900833.0,2016,05/11/2016 03:50:55 PM,41.883224344,-87.624971297,"(41.883224344, -87.624971297)"
91297,10509381,HZ251006,05/04/2016 11:00:00 AM,040XX W MADISON ST,0810,THEFT,OVER $500,STREET,False,False,1115,11.0,28.0,26.0,06,1149447.0,1899706.0,2016,05/11/2016 03:50:55 PM,41.880714044,-87.726705906,"(41.880714044, -87.726705906)"
91859,10509391,HZ250976,05/04/2016 10:50:00 AM,050XX N KIMBALL AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,"SCHOOL, PUBLIC, BUILDING",True,False,1713,17.0,39.0,13.0,18,1152801.0,1933422.0,2016,05/11/2016 03:50:55 PM,41.973167821,-87.713495268,"(41.973167821, -87.713495268)"
91925,10509394,HZ250956,05/04/2016 09:53:00 AM,0000X S LEAMINGTON AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,True,False,1533,15.0,28.0,25.0,18,1142140.0,1899440.0,2016,05/11/2016 03:50:55 PM,41.880122703,-87.753543515,"(41.880122703, -87.753543515)"
94579,10510838,HZ251847,05/04/2016 07:00:00 PM,036XX E 106TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,432,4.0,10.0,52.0,07,1202048.0,1835277.0,2016,05/11/2016 03:50:55 PM,41.702735533,-87.535758048,"(41.702735533, -87.535758048)"
94600,10509611,HZ250975,05/04/2016 09:15:00 AM,002XX W 104TH ST,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"SCHOOL, PUBLIC, BUILDING",True,False,512,5.0,34.0,49.0,04A,1176490.0,1835977.0,2016,05/11/2016 03:50:55 PM,41.705267858,-87.629323117,"(41.705267858, -87.629323117)"
95256,10509612,HZ251036,05/04/2016 12:30:00 PM,085XX S ASHLAND AVE,0880,THEFT,PURSE-SNATCHING,SIDEWALK,False,False,614,6.0,18.0,71.0,06,1167159.0,1848187.0,2016,05/11/2016 03:50:55 PM,41.738978222,-87.663144179,"(41.738978222, -87.663144179)"
95452,10509626,HZ251144,05/04/2016 01:00:00 AM,015XX W ERIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1215,12.0,26.0,24.0,14,1165924.0,1904437.0,2016,05/11/2016 03:50:55 PM,41.893360738,-87.666068662,"(41.893360738, -87.666068662)"
95516,10509633,HZ251155,05/04/2016 02:13:00 PM,046XX S WHIPPLE ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,False,922,9.0,14.0,58.0,06,1156818.0,1873709.0,2016,05/11/2016 03:50:55 PM,41.809229134,-87.700343659,"(41.809229134, -87.700343659)"
95582,10509634,HZ251159,05/04/2016 02:15:00 PM,065XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,ALLEY,False,False,2432,24.0,40.0,1.0,06,1164426.0,1943519.0,2016,05/11/2016 03:50:55 PM,42.000635537,-87.670460204,"(42.000635537, -87.670460204)"
95948,10509642,HZ251138,05/04/2016 07:00:00 AM,056XX S ADA ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,713,7.0,16.0,67.0,06,1168291.0,1867297.0,2016,05/11/2016 03:50:55 PM,41.791394287,-87.658447393,"(41.791394287, -87.658447393)"
95992,10509643,HZ250904,05/04/2016 10:09:00 AM,052XX S DAN RYAN LOCAL OB,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,HIGHWAY/EXPRESSWAY,True,False,935,9.0,3.0,37.0,18,1175568.0,1870029.0,2016,05/11/2016 03:50:55 PM,41.798731312,-87.631682462,"(41.798731312, -87.631682462)"
96013,10509644,HZ251124,05/04/2016 12:00:00 PM,005XX E 75TH ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,323,3.0,6.0,69.0,06,1181003.0,1855399.0,2016,05/11/2016 03:50:55 PM,41.758461712,-87.612201241,"(41.758461712, -87.612201241)"
96034,10509645,HZ251098,05/04/2016 01:15:00 PM,0000X W 103RD ST,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,True,False,511,5.0,9.0,49.0,26,1177986.0,1836679.0,2016,05/11/2016 03:50:55 PM,41.707160552,-87.623823775,"(41.707160552, -87.623823775)"
96274,10509652,HZ251139,05/04/2016 01:50:00 PM,022XX S WENTWORTH AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,914,9.0,25.0,34.0,03,1175321.0,1889584.0,2016,05/11/2016 03:50:55 PM,41.852397446,-87.63200286,"(41.852397446, -87.63200286)"
96536,10509683,HZ251153,05/04/2016 01:40:00 PM,044XX S RACINE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,925,9.0,11.0,61.0,24,1169098.0,1875160.0,2016,05/11/2016 03:50:55 PM,41.812953807,-87.655260839,"(41.812953807, -87.655260839)"
96885,10509699,HZ251162,05/04/2016 11:50:00 AM,0000X S CLINTON ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,121,1.0,2.0,28.0,06,1172740.0,1900001.0,2016,05/11/2016 03:50:55 PM,41.881039896,-87.641167536,"(41.881039896, -87.641167536)"
97301,10509707,HZ251061,05/04/2016 12:55:00 PM,076XX S PEORIA ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,621,6.0,17.0,71.0,03,1171628.0,1854216.0,2016,05/11/2016 03:50:55 PM,41.755425926,-87.646594329,"(41.755425926, -87.646594329)"
97345,10509708,HZ251097,05/04/2016 01:20:00 PM,039XX S ARCHER AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,False,False,921,9.0,12.0,58.0,04B,1159416.0,1878531.0,2016,05/11/2016 03:50:55 PM,41.822408394,-87.690682344,"(41.822408394, -87.690682344)"
97563,10509710,HZ251021,05/04/2016 12:30:00 PM,013XX S TROY ST,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1022,10.0,24.0,29.0,08A,1155571.0,1893727.0,2016,05/11/2016 03:50:55 PM,41.864186063,-87.70437984,"(41.864186063, -87.70437984)"
